row_index,beta,finders_share,r,patch_scale,sigma,q,c,v,C_birth,mean_lambda,scrounge_rate,network_mean_degree,network_lcc_fraction,mean_fish_density,fleet_size,wealth_gini
300.0,3.5,0.8,0.1333333333333333,0.1333333333333333,0.1,0.3666666666666667,0.3,8.0,2.0,4.106826268028865,0.3428559100577665,13.218036468085382,0.9439415464896388,0.2937771304586064,84.04666666666667,0.2396855887970772
301.0,3.5,0.8,0.3,0.1333333333333333,0.1,0.3666666666666667,0.3,8.0,2.0,3.654223580393001,0.3182842229266289,31.42671932802202,0.9860439197388912,0.2600161043750551,218.74,0.2381897140458388
302.0,3.5,0.4,0.3,0.1333333333333333,0.1,0.3666666666666667,0.3,8.0,2.0,3.69320762087781,0.4094077570609049,29.459582723228376,0.9972115617618938,0.3015238730364074,195.1266666666667,0.2391646059855177
303.0,3.5,0.4,0.3,0.1333333333333333,0.1,1.0,0.3,8.0,2.0,0.0,0.0,0.0,0.0,0.1128823300184443,0.0,0.0
304.0,3.5,0.4,0.3,0.1333333333333333,0.1,1.0,0.1,8.0,2.0,0.0,0.0,0.0,0.0,0.015855939077116,0.0,0.0
305.0,0.5,0.4,0.3,0.1333333333333333,0.1,1.0,0.1,8.0,2.0,0.0,0.0,0.0,0.0,0.160625365232109,0.0,0.0
306.0,0.5,0.4,0.3,0.3,0.1,1.0,0.1,8.0,2.0,0.7122602992709283,0.0574444444444444,0.2313333333333333,0.1447777777777777,0.1187632804008102,0.6533333333333333,0.0231870065642687
307.0,0.5,0.4,0.3,0.3,0.1,1.0,0.1,3.0,2.0,0.0,0.0,0.0,0.0,0.0211471592975279,0.0,0.0
308.0,0.5,0.4,0.3,0.3,0.1,1.0,0.1,3.0,5.0,0.0,0.0,0.0,0.0,0.0153064461462723,0.0,0.0
309.0,0.5,0.4,0.3,0.3,0.7,1.0,0.1,3.0,5.0,0.0,0.0,0.0,0.0,0.0164144487693739,0.0,0.0
310.0,5.0,0.4,0.1333333333333333,0.05,0.4,0.6833333333333333,0.1999999999999999,6.0,3.5,3.7732356304933625,0.4139188572486825,2.6059812242104026,0.4105002018892612,0.1232493326738154,32.61333333333334,0.2462224035026909
311.0,5.0,0.4,0.1333333333333333,0.2166666666666666,0.4,0.6833333333333333,0.1999999999999999,6.0,3.5,3.841951319111592,0.4536267289593991,7.600710115438054,0.997126143022386,0.154555112385038,223.1266666666667,0.2604072661121733
312.0,5.0,0.4,0.1333333333333333,0.2166666666666666,1.0,0.6833333333333333,0.1999999999999999,6.0,3.5,4.120576528862738,0.4568982995391155,7.946280812096689,0.9989173194173117,0.1493690050587782,232.1733333333333,0.2821794256899531
313.0,5.0,0.4,0.1333333333333333,0.2166666666666666,1.0,0.05,0.1999999999999999,6.0,3.5,4.42954443287365,0.1473001443001443,0.3375526695526695,0.4364949494949495,0.6332880809940971,5.0,0.2621033383893126
314.0,5.0,0.4,0.1333333333333333,0.2166666666666666,1.0,0.05,0.0,6.0,3.5,2.931172184674651,0.4078501490750476,8.371765359176747,0.6602641924255677,0.5712244413605906,56.5,0.1716837643795847
315.0,5.0,0.4,0.1333333333333333,0.2166666666666666,1.0,0.05,0.0,1.0,3.5,2.97069723809154,0.0844691392004556,0.1945693757240602,0.042138676909273,0.6099892778794306,75.69333333333334,0.1492107370258712
316.0,2.0,0.4,0.1333333333333333,0.2166666666666666,1.0,0.05,0.0,1.0,3.5,2.976988225776737,0.0878191333014478,0.1953360127867943,0.0402963982787374,0.5869550601378839,72.38000000000001,0.155410869318172
317.0,2.0,0.8,0.1333333333333333,0.2166666666666666,1.0,0.05,0.0,1.0,3.5,3.015235769996942,0.06995720780541,0.1560234548000053,0.0428344845875036,0.5956578681841588,63.01333333333334,0.1488052023298642
318.0,2.0,0.8,0.1333333333333333,0.2166666666666666,1.0,0.05,0.0,1.0,0.5,3.12641019987163,0.4101524635299702,3.063219367112733,0.6579880902730868,0.4977964009301787,1534.3600000000004,0.2441699143014691
319.0,2.0,0.8,0.3,0.2166666666666666,1.0,0.05,0.0,1.0,0.5,3.1201113466809054,0.4164522304111545,3.9014636983671895,0.7842706249930682,0.5194513316094557,1832.16,0.2369035445123144
320.0,5.0,0.6000000000000001,0.05,0.05,1.0,1.0,0.3,6.0,0.5,0.0,0.0,0.0,0.0,0.1062615775189478,0.0,0.0
321.0,5.0,0.6000000000000001,0.05,0.05,1.0,0.3666666666666667,0.3,6.0,0.5,0.0,0.0,0.0,0.0,0.1693429059656199,0.0,0.0
322.0,5.0,0.6000000000000001,0.05,0.05,1.0,0.3666666666666667,0.3,6.0,3.5,3.736843857360507,0.329059163059163,0.9123795093795094,0.5776709956709957,0.1658498165050918,5.773333333333333,0.2107405241233094
323.0,5.0,0.6000000000000001,0.05,0.2166666666666666,1.0,0.3666666666666667,0.3,6.0,3.5,3.2252240383814086,0.3923117299865806,5.079550022533046,0.9342073962315112,0.4505106623237547,70.80666666666666,0.2521601741248746
324.0,5.0,0.6000000000000001,0.2166666666666666,0.2166666666666666,1.0,0.3666666666666667,0.3,6.0,3.5,3.1750489140440994,0.3734900322231109,18.968897605342423,0.9959473984628616,0.4322452281887681,256.9066666666667,0.2082007287703485
325.0,5.0,0.2,0.2166666666666666,0.2166666666666666,1.0,0.3666666666666667,0.3,6.0,3.5,2.758451571163588,0.4662503290559381,8.329040187642699,0.9626879635183804,0.5063752329214198,99.98,0.2262952134887059
326.0,5.0,0.2,0.2166666666666666,0.2166666666666666,0.4,0.3666666666666667,0.3,6.0,3.5,2.488027441301848,0.4591088545273849,10.848534482377133,0.9779848626943716,0.5292836035486296,150.49333333333334,0.2194414741521562
327.0,5.0,0.2,0.2166666666666666,0.2166666666666666,0.4,0.3666666666666667,0.3,1.0,3.5,3.5486042609848547,0.357799738338148,1.4700024441281891,0.1208305910773676,0.388250699017004,377.56,0.2250941872512783
328.0,2.0,0.2,0.2166666666666666,0.2166666666666666,0.4,0.3666666666666667,0.3,1.0,3.5,4.409449291333692,0.2317403963853303,0.6857441361465871,0.054943052113345,0.4749316610314567,177.42666666666665,0.2134680639161846
329.0,2.0,0.2,0.2166666666666666,0.2166666666666666,0.4,0.3666666666666667,0.1,1.0,3.5,3.649750264686303,0.3311250560390734,1.0946786100087065,0.0306265941214784,0.2979984388335471,578.4,0.2480106457632779
330.0,2.0,0.6000000000000001,0.2166666666666666,0.2166666666666666,0.1,0.05,0.1999999999999999,1.0,0.5,0.0,0.0,0.0,0.0,0.632950023645554,0.0,0.0
331.0,2.0,0.6000000000000001,0.2166666666666666,0.2166666666666666,0.1,0.05,0.0,1.0,0.5,2.839085277538613,0.4420715981811389,3.761220058940818,0.7816874645862258,0.5324085405586764,1942.1333333333328,0.2318231283354409
332.0,2.0,0.6000000000000001,0.05,0.3,0.1,0.3666666666666667,0.3,3.0,5.0,4.299494641071511,0.2035994590838981,0.6601433999509303,0.1162952912062467,0.6115906923684781,57.120000000000005,0.168606728705976
333.0,2.0,0.6000000000000001,0.2166666666666666,0.2166666666666666,0.1,0.05,0.0,6.0,3.5,2.981842224622874,0.4336775467292417,9.111677634711766,0.7252524929307235,0.6233309603828031,67.76,0.1270660024092865
